CustomerID,CustomerGender,CustomerAge,CustomerCity,AnnualIncome,CreditScore,SpendingScore
2904,Female,41,Mumbai,650107.2823,718,38
2905,Male,59,Delhi,602311.2489,650,30
2906,Female,44,Mumbai,105714.9814,407,58
2907,Male,49,Bengaluru,227101.035,476,74
2908,Male,65,Mumbai,265747.1306,584,90
2909,Female,75,Delhi,11687.98866,726,62
2910,Male,41,Delhi,222453.7755,492,11
2911,Male,54,Bengaluru,60100.5399,402,90
2912,Male,41,Chennai,167388.0584,363,48
2913,Female,35,Kolkata,430201.2217,449,18
2914,Female,76,Delhi,314529.9315,311,20
2915,Female,27,Chennai,144941.0196,768,29
2916,Female,65,Bengaluru,475653.4137,428,80
2917,Female,31,Kolkata,83636.02522,320,3
2918,Female,49,Delhi,675705.1915,584,81
2919,Male,78,Mumbai,51307.85071,479,85
2920,Female,43,Delhi,14670.96128,507,29
2921,Male,38,Mumbai,371080.9809,645,45
2922,Female,48,Bengaluru,182951.9425,811,26
2923,Male,59,Mumbai,198280.359,329,66
2924,Female,58,Kolkata,202029.3249,516,1
2925,Female,30,Chennai,464228.6721,557,43
2926,Male,20,Delhi,355755.7602,384,59
2927,Female,63,Mumbai,16186.09876,847,41
2928,Male,34,Chennai,260664.6531,823,25
2929,Male,42,Bengaluru,526853.8933,632,5
2930,Female,20,Kolkata,292493.3504,302,84
2931,Male,55,Chennai,49625.60547,556,18
2932,Male,48,Bengaluru,175470.1619,683,54
2933,Male,44,Kolkata,214550.2693,688,1
2934,Female,71,Mumbai,293176.08,567,85
2935,Female,47,Bengaluru,56939.7215,316,78
2936,Male,63,Mumbai,355072.6981,436,53
2937,Female,66,Mumbai,177464.8399,527,21
2938,Male,43,Bengaluru,485585.0377,499,34
2939,Female,71,Delhi,37263.1639,399,90
2940,Female,39,Kolkata,345912.2522,693,14
2941,Male,74,Bengaluru,620339.9903,358,25
2942,Male,24,Kolkata,565356.8425,829,89
2943,Female,74,Chennai,185800.6621,649,11
2944,Male,22,Kolkata,279192.39,791,90
2945,Female,34,Kolkata,574130.502,732,28
2946,Female,53,Bengaluru,305138.4911,475,93
2947,Male,57,Bengaluru,458436.2231,364,67
2948,Male,48,Mumbai,357758.5456,841,24
2949,Male,33,Delhi,192750.1242,677,22
2950,Male,66,Kolkata,682334.0494,843,95
2951,Female,20,Chennai,626578.5389,505,46
2952,Female,22,Kolkata,20116.63574,497,89
2953,Male,63,Bengaluru,472596.1606,602,95
2954,Male,23,Delhi,218647.7446,631,88
2955,Female,42,Chennai,365592.932,610,86
2956,Female,77,Delhi,435537.8446,650,8
2957,Female,53,Bengaluru,310818.0859,751,94
2958,Male,69,Chennai,479351.1624,430,9
2959,Female,41,Kolkata,135243.4141,532,17
2960,Female,57,Delhi,468391.2828,615,92
2961,Male,45,Chennai,247689.2968,532,12
2962,Male,39,Delhi,319001.4869,665,22
2963,Female,74,Bengaluru,610572.8231,759,30
2964,Male,58,Bengaluru,104493.1265,728,59
2965,Female,61,Chennai,174077.8559,563,47
2966,Male,53,Bengaluru,363985.0029,748,43
2967,Female,73,Chennai,454278.6879,490,31
2968,Female,59,Kolkata,182187.7926,824,14
2969,Female,55,Kolkata,517638.1023,598,65
2970,Female,59,Delhi,666869.9517,798,16
2971,Female,57,Bengaluru,122908.1223,389,63
2972,Female,63,Bengaluru,664382.2725,734,46
2973,Male,49,Mumbai,616227.0083,562,4
2974,Male,26,Kolkata,561731.6143,310,41
2975,Male,27,Chennai,191931.2676,392,24
2976,Male,26,Bengaluru,447225.9301,553,15
2977,Male,45,Mumbai,680290.2298,592,80
2978,Female,78,Delhi,276903.86,528,11
2979,Female,43,Mumbai,259844.5206,432,26
2980,Male,72,Chennai,122287.7259,625,43
2981,Male,26,Kolkata,344980.1808,568,43
2982,Male,55,Kolkata,155833.9788,628,51
2983,Male,21,Bengaluru,65788.33,603,3
2984,Female,67,Chennai,298059.5678,327,17
2985,Male,41,Bengaluru,391083.806,710,36
2986,Male,58,Bengaluru,665611.9955,436,13
2987,Male,67,Kolkata,403021.2134,363,8
2988,Female,33,Chennai,183181.131,302,62
2989,Male,68,Delhi,655347.1814,370,46
2990,Male,29,Kolkata,91978.01958,368,13
2991,Male,34,Bengaluru,644298.8625,464,80
2992,Male,36,Kolkata,356522.0186,690,90
2993,Male,35,Chennai,473149.2967,623,24
2994,Male,23,Kolkata,175147.0788,371,65
2995,Female,18,Kolkata,202293.7501,455,23
2996,Male,22,Chennai,241322.5507,584,81
2997,Male,37,Chennai,316616.4779,355,1
2998,Male,35,Mumbai,319722.1811,370,17
2999,Male,19,Delhi,246810.2381,449,50
3000,Male,54,Chennai,439451.6341,383,81
3001,Female,39,Kolkata,201973.539,771,38
3002,Male,59,Bengaluru,419821.9988,630,70
3003,Male,19,Kolkata,616429.8308,647,77
3004,Female,44,Chennai,644853.5093,704,35
3005,Male,42,Delhi,514604.7834,530,49
3006,Male,69,Delhi,467493.1419,591,44
3007,Female,62,Delhi,22895.66498,347,70
3008,Male,28,Delhi,135552.0773,448,92
3009,Male,70,Bengaluru,42448.78697,672,66
3010,Female,77,Mumbai,412679.8445,439,68
3011,Male,77,Bengaluru,108543.9577,717,85
3012,Male,62,Bengaluru,202082.9949,380,86
3013,Female,78,Delhi,374567.8304,530,78
3014,Female,34,Delhi,299310.0472,734,87
3015,Female,45,Delhi,35356.84593,618,57
3016,Female,32,Bengaluru,286999.6858,488,70
3017,Female,34,Kolkata,687958.413,733,3
3018,Male,51,Delhi,271991.9219,674,26
3019,Male,49,Mumbai,520983.9266,719,62
3020,Male,21,Mumbai,420087.0611,433,40
3021,Female,28,Mumbai,332221.4696,596,27
3022,Female,42,Bengaluru,515980.6021,349,57
3023,Female,68,Chennai,307583.2838,457,98
3024,Male,63,Bengaluru,270372.7848,511,75
3025,Female,67,Kolkata,316438.8415,437,19
3026,Female,25,Mumbai,34119.97581,639,24
3027,Female,35,Kolkata,590938.5752,498,80
3028,Male,46,Chennai,266945.0327,554,32
3029,Female,28,Kolkata,32391.50865,702,76
3030,Male,40,Mumbai,488122.397,602,2
3031,Male,66,Chennai,116143.3703,359,17
3032,Male,25,Mumbai,279058.9369,504,48
3033,Female,74,Mumbai,469141.1548,607,60
3034,Female,35,Delhi,217033.207,829,89
3035,Male,44,Kolkata,138286.4359,780,10
3036,Male,38,Mumbai,112189.4341,306,61
3037,Male,46,Chennai,497721.8811,759,98
3038,Female,79,Mumbai,242247.6191,479,27
3039,Male,29,Delhi,695165.1489,749,99
3040,Male,32,Chennai,176137.1508,751,61
3041,Female,43,Chennai,39068.83642,439,49
3042,Male,21,Delhi,199319.6584,476,96
3043,Male,19,Delhi,605383.6798,371,52
3044,Male,77,Mumbai,698240.6577,602,63
3045,Male,42,Delhi,226026.1951,545,36
3046,Male,69,Mumbai,563605.7812,550,20
3047,Male,57,Delhi,100743.8753,465,83
3048,Male,54,Mumbai,417001.8985,452,95
3049,Male,29,Bengaluru,698935.0137,798,15
3050,Female,61,Mumbai,422668.9619,409,83
3051,Male,28,Chennai,661769.2849,632,84
3052,Female,54,Kolkata,690232.5303,396,77
3053,Female,40,Chennai,395079.1782,302,20
3054,Female,39,Delhi,93556.62245,695,30
3055,Female,76,Kolkata,48303.76942,691,89
3056,Female,52,Chennai,250923.4199,532,49
3057,Male,49,Mumbai,239457.203,775,47
3058,Male,64,Bengaluru,466875.8595,403,91
3059,Female,59,Bengaluru,208138.8192,414,57
3060,Male,30,Kolkata,23942.48254,417,94
3061,Male,29,Chennai,681823.3192,346,10
3062,Female,26,Kolkata,87766.38008,764,70
3063,Male,58,Chennai,580839.4932,474,51
3064,Male,44,Chennai,695509.9773,540,16
3065,Female,33,Chennai,35202.27237,337,58
3066,Female,76,Mumbai,582577.1753,613,99
3067,Female,45,Chennai,296204.4938,592,91
3068,Male,65,Mumbai,209596.3242,532,77
3069,Female,74,Delhi,324237.1888,363,42
3070,Female,34,Chennai,93065.047,521,97
3071,Female,75,Chennai,3271.48863,637,21
3072,Male,54,Delhi,224094.6244,335,5
3073,Female,35,Chennai,118953.0326,789,87
3074,Female,69,Chennai,110910.1149,666,94
3075,Female,18,Bengaluru,494686.9859,742,14
3076,Female,46,Bengaluru,153446.4605,654,75
3077,Female,52,Mumbai,411234.1353,479,68
3078,Male,73,Delhi,509471.1544,767,90
3079,Female,56,Chennai,129515.6054,411,80
3080,Female,21,Kolkata,310876.5586,633,47
3081,Male,40,Kolkata,569151.0295,364,94
3082,Female,22,Mumbai,615118.1448,488,49
3083,Male,68,Bengaluru,290116.9876,316,76
3084,Female,62,Chennai,547910.9336,823,94
3085,Female,47,Mumbai,292289.9605,335,43
3086,Male,58,Chennai,539778.803,426,9
3087,Male,40,Delhi,32076.21792,395,77
3088,Male,73,Bengaluru,293810.4579,769,18
3089,Male,34,Mumbai,136365.3333,813,15
3090,Female,75,Kolkata,443277.1028,353,78
3091,Female,37,Mumbai,190378.4789,348,10
3092,Female,20,Bengaluru,27446.79308,513,15
3093,Female,77,Chennai,345533.7499,468,97
3094,Male,32,Bengaluru,489303.9837,659,36
3095,Female,71,Kolkata,538453.5127,738,54
3096,Male,19,Chennai,412099.1331,653,20
3097,Female,68,Mumbai,65824.68124,552,76
3098,Female,72,Chennai,538006.1912,821,40
3099,Male,21,Kolkata,311668.2621,836,79
3100,Male,53,Bengaluru,124301.2532,327,19
3101,Male,21,Mumbai,420085.4829,596,2
3102,Female,45,Bengaluru,597241.5826,849,38
3103,Female,65,Delhi,508461.0432,758,95
3104,Female,65,Kolkata,433561.6009,848,36
3105,Female,71,Bengaluru,476863.0654,557,46
3106,Male,33,Delhi,217016.0565,405,3
3107,Male,61,Bengaluru,441387.748,570,0
3108,Female,72,Kolkata,371626.0031,412,30
3109,Female,66,Mumbai,242494.1629,833,38
3110,Female,65,Bengaluru,75646.92341,600,77
3111,Male,78,Chennai,102939.8478,726,55
3112,Female,46,Delhi,563414.5382,364,8
3113,Female,75,Chennai,362296.067,667,90
3114,Female,68,Delhi,527221.7625,420,69
3115,Female,18,Chennai,460688.2689,599,38
3116,Male,64,Delhi,301389.5416,433,85
3117,Male,76,Chennai,529179.4044,301,81
3118,Male,76,Bengaluru,400518.6654,837,9
3119,Female,33,Bengaluru,192129.947,468,95
3120,Female,54,Chennai,642046.6644,614,75
3121,Female,60,Mumbai,296217.7585,802,73
3122,Male,21,Kolkata,620217.872,711,0
3123,Male,41,Bengaluru,604431.5737,399,11
3124,Female,64,Bengaluru,118024.4352,653,18
3125,Male,43,Mumbai,468281.8023,592,24
3126,Female,66,Delhi,469746.015,444,6
3127,Male,70,Chennai,586344.1758,451,29
3128,Female,60,Chennai,444284.5818,495,86
3129,Female,70,Chennai,330495.6208,828,15
3130,Female,58,Kolkata,628026.0921,304,40
3131,Male,79,Kolkata,484580.4018,757,56
3132,Male,19,Delhi,562761.7912,821,38
3133,Male,56,Chennai,125696.58,599,60
3134,Female,26,Bengaluru,380047.4673,721,45
3135,Female,62,Mumbai,267260.0779,780,23
3136,Male,41,Bengaluru,403123.0307,366,31
3137,Female,25,Mumbai,376063.7659,347,34
3138,Female,23,Delhi,252134.264,497,86
3139,Female,58,Kolkata,110968.1145,559,68
3140,Male,62,Delhi,397042.29,613,42
3141,Male,24,Kolkata,234778.8843,679,40
3142,Female,78,Chennai,240879.6198,464,68
3143,Female,60,Chennai,422927.2807,350,22
3144,Male,57,Chennai,218678.4349,586,1
3145,Male,72,Bengaluru,488259.8152,528,99
3146,Female,29,Chennai,175309.8224,430,16
3147,Male,21,Bengaluru,253555.22,463,44
3148,Male,66,Delhi,8380.43424,741,20
3149,Male,42,Delhi,558149.253,828,5
3150,Female,35,Bengaluru,315174.1961,343,21
3151,Male,29,Mumbai,393903.8475,444,69
3152,Female,20,Bengaluru,468188.2201,465,95
3153,Female,22,Chennai,564421.1882,505,27
3154,Male,79,Mumbai,560020.6472,452,10
3155,Female,23,Kolkata,192072.1144,351,74
3156,Female,54,Bengaluru,550332.3268,554,49
3157,Male,60,Mumbai,397960.5401,445,30
3158,Female,66,Delhi,642605.6654,567,94
3159,Male,28,Bengaluru,423124.0041,448,51
3160,Female,38,Bengaluru,130564.97,758,36
3161,Female,70,Chennai,279642.5835,836,73
3162,Female,44,Bengaluru,298853.5298,300,96
3163,Female,45,Mumbai,584988.6914,511,42
3164,Female,21,Chennai,498312.0113,426,44
3165,Female,59,Delhi,43337.6301,469,6
3166,Female,23,Bengaluru,291164.5102,394,56
3167,Male,32,Kolkata,24621.28885,798,72
3168,Female,26,Delhi,12401.14942,344,50
3169,Female,57,Delhi,588517.6637,462,81
3170,Male,64,Delhi,265476.9246,627,95
3171,Female,60,Mumbai,75762.49418,699,12
3172,Female,53,Bengaluru,40971.87543,613,83
3173,Female,62,Bengaluru,488767.5329,353,56
3174,Male,62,Kolkata,580432.1194,657,40
3175,Male,50,Mumbai,187956.8369,304,22
3176,Male,60,Bengaluru,162648.1885,686,92
3177,Female,66,Kolkata,507244.3071,665,79
3178,Female,74,Mumbai,50520.31887,366,55
3179,Male,68,Delhi,98831.31636,404,12
3180,Male,31,Mumbai,471604.5429,740,39
3181,Female,51,Mumbai,573793.6502,528,38
3182,Male,58,Mumbai,323536.5105,585,92
3183,Male,75,Kolkata,346723.0751,727,58
3184,Male,68,Kolkata,245815.1413,596,50
3185,Female,53,Bengaluru,342166.2474,537,92
3186,Female,22,Kolkata,87996.06698,545,97
3187,Female,29,Mumbai,34768.51396,392,79
3188,Female,59,Delhi,67563.09199,544,4
3189,Female,72,Mumbai,49901.50523,370,17
3190,Female,35,Delhi,610564.6143,747,63
3191,Female,22,Bengaluru,312735.7378,466,63
3192,Male,65,Kolkata,598040.3819,713,89
3193,Female,67,Kolkata,24351.38728,484,80
3194,Female,67,Bengaluru,324256.3313,650,12
3195,Female,36,Delhi,67005.48147,541,99
3196,Male,44,Delhi,697525.0605,589,33
3197,Male,79,Kolkata,659673.0855,443,26
3198,Female,73,Chennai,543328.7445,681,69
3199,Male,49,Mumbai,312651.5043,467,58
3200,Male,71,Bengaluru,139530.6683,483,97
3201,Male,39,Chennai,328860.1992,462,7
3202,Male,53,Bengaluru,505373.8715,628,57
3203,Female,66,Chennai,181294.8458,555,94
3204,Female,62,Delhi,403982.7562,558,43
3205,Female,70,Mumbai,666735.8338,653,64
3206,Male,56,Mumbai,186598.0063,412,3
3207,Female,49,Delhi,332158.9828,526,8
3208,Male,36,Chennai,276676.723,843,94
3209,Male,77,Mumbai,279869.9218,814,33
3210,Female,51,Kolkata,482459.2511,775,0
3211,Male,52,Mumbai,670141.6506,769,76
3212,Male,25,Bengaluru,373443.8389,553,33
3213,Male,22,Delhi,155098.3389,543,95
3214,Male,42,Bengaluru,60556.14708,641,17
3215,Male,29,Delhi,552528.3436,707,34
3216,Female,71,Bengaluru,583391.3881,812,57
3217,Male,66,Mumbai,682086.0927,815,27
3218,Female,52,Bengaluru,432534.777,473,44
3219,Female,71,Bengaluru,236855.0913,679,97
3220,Female,52,Bengaluru,462851.6643,328,85
3221,Female,39,Kolkata,194802.641,599,54
3222,Female,41,Kolkata,291464.0669,495,39
3223,Female,58,Kolkata,655712.9279,803,59
3224,Male,69,Bengaluru,634837.9548,686,32
3225,Female,62,Kolkata,361157.5696,781,86
3226,Male,23,Mumbai,506347.0951,744,54
3227,Female,48,Mumbai,571601.0927,737,24
3228,Female,72,Bengaluru,251432.2638,544,72
3229,Female,53,Mumbai,107277.1125,337,20
3230,Female,45,Kolkata,171819.0886,495,80
3231,Male,57,Mumbai,533495.9762,469,7
3232,Female,42,Mumbai,428495.5856,410,73
3233,Male,39,Delhi,25774.86576,460,21
3234,Female,64,Delhi,668467.4163,453,21
3235,Male,77,Bengaluru,421614.939,620,75
3236,Female,38,Bengaluru,620943.3456,573,12
3237,Female,26,Bengaluru,597481.0602,676,77
3238,Male,26,Kolkata,501765.0447,648,52
3239,Male,32,Delhi,118303.1344,727,85
3240,Female,38,Kolkata,586382.2353,778,31
3241,Female,74,Bengaluru,447319.5106,386,85
3242,Male,24,Delhi,451458.7189,744,93
3243,Female,46,Delhi,459681.2612,445,20
3244,Male,38,Kolkata,609615.7133,494,49
3245,Female,42,Bengaluru,61114.27023,354,33
3246,Female,71,Bengaluru,145447.3189,533,34
3247,Male,39,Bengaluru,292781.0376,689,40
3248,Male,61,Bengaluru,533966.5316,485,92
3249,Female,26,Bengaluru,210208.213,571,27
3250,Male,55,Chennai,656904.198,726,82
3251,Female,48,Chennai,406231.4532,848,92
3252,Male,55,Chennai,456383.5369,355,22
3253,Female,36,Mumbai,435831.5552,577,83
3254,Female,63,Delhi,120332.2604,419,68
3255,Female,38,Bengaluru,389511.3581,649,11
3256,Female,44,Chennai,256982.2555,442,7
3257,Male,37,Bengaluru,441778.844,345,6
3258,Male,18,Chennai,44133.61791,670,38
3259,Female,57,Delhi,640076.4381,724,73
3260,Male,49,Bengaluru,682989.9596,342,53
3261,Female,72,Kolkata,111364.6653,389,83
3262,Male,52,Mumbai,138296.6568,508,62
3263,Male,21,Chennai,210455.8359,547,89
3264,Male,51,Kolkata,639979.4787,772,32
3265,Female,74,Mumbai,405274.3178,413,13
3266,Female,38,Chennai,72404.16094,515,98
3267,Female,65,Bengaluru,376777.2673,683,20
3268,Male,34,Mumbai,245624.5152,780,84
3269,Male,32,Chennai,195682.9912,539,92
3270,Male,51,Chennai,587360.5364,625,35
3271,Male,79,Delhi,311718.7576,534,69
3272,Male,34,Delhi,409525.1854,730,73
3273,Male,60,Chennai,568461.1541,809,61
3274,Male,73,Bengaluru,123837.0038,833,84
3275,Female,22,Delhi,499776.1067,457,96
3276,Male,54,Delhi,142227.5286,498,29
3277,Male,38,Mumbai,155716.2665,365,64
3278,Male,57,Delhi,593596.8642,629,13
3279,Female,27,Kolkata,455975.8923,603,89
3280,Male,35,Chennai,579900.934,361,64
3281,Female,24,Delhi,505466.7538,800,52
3282,Male,71,Kolkata,64696.5899,619,56
3283,Male,58,Delhi,299893.7109,814,82
3284,Female,76,Bengaluru,383014.0789,604,19
3285,Female,23,Delhi,633535.8811,304,45
3286,Female,65,Delhi,622763.7973,582,5
3287,Female,51,Mumbai,244620.0521,658,43
3288,Male,47,Delhi,548172.1985,351,74
3289,Female,62,Chennai,444123.0531,435,19
3290,Female,47,Bengaluru,500161.4216,400,66
3291,Male,60,Bengaluru,469250.541,503,88
3292,Male,66,Delhi,484746.0756,817,62
3293,Female,43,Bengaluru,633170.992,502,99
3294,Female,41,Chennai,481967.3976,531,11
3295,Female,18,Bengaluru,41279.89515,374,67
3296,Male,72,Mumbai,683552.1258,703,11
3297,Female,77,Kolkata,42136.1739,830,83
3298,Male,69,Chennai,244217.0308,441,86
3299,Male,24,Mumbai,257328.5881,642,23
3300,Female,27,Chennai,407004.837,452,67
3301,Male,30,Delhi,547802.5051,773,61
3302,Female,64,Chennai,436638.5671,485,25
3303,Male,31,Delhi,626977.9539,535,59
3304,Male,40,Kolkata,697734.7862,588,14
3305,Female,29,Bengaluru,173170.1918,745,83
3306,Male,79,Kolkata,440128.6833,785,21
3307,Male,48,Mumbai,478885.0298,618,20
3308,Female,31,Chennai,47250.7648,624,38
3309,Male,62,Delhi,610907.5125,743,67
3310,Female,29,Kolkata,590236.7652,399,58
3311,Female,76,Chennai,332589.7483,368,74
3312,Male,58,Mumbai,406448.6447,418,13
3313,Female,50,Kolkata,274994.7754,837,69
3314,Male,22,Kolkata,242388.0114,714,27
3315,Male,40,Mumbai,483181.4076,505,86
3316,Male,71,Delhi,602702.5023,553,14
3317,Male,74,Delhi,508297.7582,810,62
3318,Male,38,Bengaluru,193919.7239,363,90
3319,Female,25,Mumbai,552962.0503,352,91
3320,Male,23,Mumbai,548011.7058,332,10
3321,Female,57,Chennai,601789.4294,402,67
3322,Female,36,Bengaluru,511875.1243,754,72
3323,Female,79,Bengaluru,55022.7993,479,88
3324,Female,75,Mumbai,355747.9944,675,12
3325,Male,36,Bengaluru,586565.1787,628,85
3326,Female,25,Kolkata,667695.2554,660,5
3327,Female,37,Mumbai,579615.2568,529,39
3328,Male,55,Bengaluru,351866.9133,539,11
3329,Female,75,Delhi,411249.2348,552,82
3330,Male,48,Kolkata,694033.3353,692,91
3331,Male,25,Kolkata,640392.2342,697,92
3332,Female,19,Delhi,429729.0745,787,34
3333,Male,57,Mumbai,28901.2239,655,27
3334,Female,23,Delhi,71814.12601,459,69
3335,Male,62,Chennai,98788.39491,542,73
3336,Female,18,Mumbai,505551.24,628,99
3337,Male,49,Mumbai,465169.5894,782,88
3338,Female,28,Mumbai,6006.96672,657,40
3339,Male,55,Mumbai,657364.396,793,50
3340,Male,44,Chennai,452645.7618,319,74
3341,Female,47,Bengaluru,105979.8682,755,0
3342,Female,65,Bengaluru,112169.9009,572,4
3343,Male,25,Delhi,252042.9562,321,81
3344,Male,47,Delhi,298072.5704,601,85
3345,Female,34,Bengaluru,188333.2304,351,74
3346,Female,27,Mumbai,153885.0344,358,24
3347,Male,18,Bengaluru,348448.8714,681,26
3348,Male,32,Kolkata,285957.8887,387,94
3349,Male,72,Mumbai,208389.2088,353,74
3350,Male,71,Delhi,519832.3217,356,29
3351,Female,31,Bengaluru,580491.3032,659,58
3352,Female,41,Chennai,375790.2011,477,78
3353,Female,56,Kolkata,543808.7824,518,10
3354,Female,30,Delhi,48340.00435,789,48
3355,Male,20,Delhi,415911.6717,835,51
3356,Male,46,Delhi,380281.2646,307,26
3357,Female,61,Mumbai,611063.9299,403,39
3358,Female,49,Chennai,493634.1561,514,74
3359,Female,52,Delhi,333078.9344,600,47
3360,Male,74,Mumbai,76351.31428,508,95
3361,Female,25,Bengaluru,253649.0508,796,76
3362,Male,59,Chennai,170576.78,754,22
3363,Female,60,Mumbai,220467.0315,451,49
3364,Male,63,Bengaluru,460055.4865,812,24
3365,Female,44,Kolkata,679866.0233,528,42
3366,Female,69,Bengaluru,442890.2038,311,85
3367,Male,59,Kolkata,25902.4456,637,82
3368,Female,56,Kolkata,314811.9014,752,47
3369,Female,42,Chennai,97417.59449,326,57
3370,Female,31,Kolkata,242214.0188,513,66
3371,Male,23,Kolkata,227973.5311,561,19
3372,Male,74,Chennai,699364.0529,815,61
3373,Male,73,Mumbai,430188.769,802,65
3374,Male,26,Mumbai,652020.7011,723,34
3375,Male,53,Chennai,119472.4398,744,75
3376,Male,74,Bengaluru,472241.6415,337,29
3377,Male,27,Mumbai,209193.8938,813,64
3378,Male,28,Kolkata,47438.29444,799,52
3379,Female,60,Bengaluru,514915.8257,432,20
3380,Male,70,Delhi,630932.0268,560,61
3381,Male,49,Bengaluru,524745.6087,746,60
3382,Female,40,Delhi,494262.2804,517,11
3383,Male,61,Kolkata,501757.496,738,98
3384,Male,75,Kolkata,29560.06754,823,81
3385,Female,46,Mumbai,510500.5204,635,6
3386,Female,47,Delhi,18891.11383,697,57
3387,Male,38,Kolkata,306154.8941,330,29
3388,Male,60,Delhi,548713.7244,446,90
3389,Female,24,Bengaluru,46905.10895,370,99
3390,Female,70,Kolkata,31434.32306,579,67
3391,Female,20,Delhi,454410.8754,615,10
3392,Female,25,Bengaluru,107138.06,541,82
3393,Male,24,Bengaluru,98223.49949,669,59
3394,Male,49,Mumbai,320792.2586,750,31
3395,Female,49,Chennai,124043.0585,816,67
3396,Female,75,Delhi,514414.2103,457,50
3397,Female,27,Mumbai,246073.1702,838,66
3398,Female,62,Mumbai,82564.57988,433,51
3399,Female,72,Mumbai,535940.5365,823,86
3400,Female,69,Kolkata,350896.8726,666,76
3401,Female,73,Kolkata,361909.8451,766,93
3402,Male,32,Bengaluru,34248.19464,382,18
3403,Male,19,Bengaluru,37571.95637,724,2
3404,Female,67,Chennai,265175.5883,554,19
3405,Female,21,Delhi,645293.7152,770,56
3406,Female,73,Chennai,582055.2219,705,68
3407,Male,32,Mumbai,599205.1831,369,43
3408,Female,77,Bengaluru,483232.4832,462,50
3409,Male,20,Bengaluru,406863.498,807,2
3410,Female,39,Chennai,697154.52,740,40
3411,Male,57,Chennai,469757.9724,407,53
3412,Male,26,Bengaluru,616760.9811,388,11
3413,Female,28,Mumbai,558810.4129,306,59
3414,Female,33,Bengaluru,383979.0233,577,91
3415,Male,45,Kolkata,585373.272,373,85
3416,Female,74,Mumbai,77674.58877,464,19
3417,Male,21,Mumbai,213062.5796,365,27
3418,Male,38,Delhi,561458.8391,575,25
3419,Male,31,Bengaluru,329206.2713,521,65
3420,Female,26,Delhi,299343.7483,424,29
3421,Female,33,Delhi,392818.3241,537,48
3422,Male,24,Kolkata,332194.8898,375,2
3423,Male,22,Delhi,509146.8763,680,53
3424,Female,21,Bengaluru,566140.9526,767,66
3425,Female,27,Bengaluru,561940.6614,722,24
3426,Female,70,Delhi,680326.0732,824,2
3427,Male,55,Delhi,476734.781,396,25
3428,Male,41,Kolkata,344101.4093,835,40
3429,Female,69,Delhi,507936.4737,672,76
3430,Male,78,Delhi,645744.122,433,1
3431,Female,48,Mumbai,242790.0556,695,89
3432,Female,65,Delhi,286312.7804,640,80
3433,Female,66,Chennai,557766.3971,784,95
3434,Female,44,Bengaluru,124656.815,460,7
3435,Male,30,Delhi,568913.0911,722,33
3436,Male,78,Delhi,147527.9716,399,89
3437,Male,73,Bengaluru,277344.6185,513,58
3438,Male,64,Mumbai,356978.2815,737,38
3439,Female,38,Delhi,269302.4879,542,35
3440,Male,47,Mumbai,258932.0903,470,50
3441,Male,35,Bengaluru,425483.0229,313,72
3442,Female,52,Kolkata,440219.4597,370,97
3443,Male,26,Bengaluru,628831.9412,309,79
3444,Male,50,Bengaluru,107257.0861,592,72
3445,Female,29,Mumbai,674543.4635,373,44
3446,Female,66,Kolkata,674216.9004,530,12
3447,Female,25,Mumbai,416249.4033,618,45
3448,Male,53,Delhi,301359.6935,650,42
3449,Male,48,Delhi,299456.0935,321,18
3450,Male,30,Bengaluru,648209.7052,504,87
3451,Male,50,Bengaluru,327908.8843,692,47
3452,Female,39,Delhi,594019.1392,347,59
3453,Male,37,Delhi,142777.6186,604,41
3454,Male,72,Kolkata,223540.3331,721,95
3455,Female,23,Kolkata,130122.2778,311,31
3456,Male,35,Bengaluru,306313.4463,390,25
3457,Female,29,Mumbai,88133.42102,847,7
3458,Female,67,Kolkata,441514.1376,469,88
3459,Male,79,Bengaluru,642694.9327,534,39
3460,Male,26,Delhi,123455.0645,678,14
3461,Male,39,Chennai,54314.21388,713,19
3462,Female,76,Bengaluru,417211.1234,772,20
3463,Male,45,Delhi,204147.2655,425,47
3464,Female,68,Bengaluru,560407.3766,344,48
3465,Male,39,Chennai,401504.8126,491,63
3466,Male,76,Mumbai,335080.5899,455,54
3467,Male,60,Chennai,578537.9922,751,30
3468,Female,71,Delhi,322571.2859,317,30
3469,Female,22,Chennai,200397.1751,533,6
3470,Male,72,Mumbai,285340.1202,330,15
3471,Male,79,Mumbai,516792.6735,741,40
3472,Male,39,Bengaluru,580408.5168,398,78
3473,Female,60,Bengaluru,476787.8438,626,96
3474,Female,43,Bengaluru,429378.8399,385,9
3475,Female,67,Chennai,585061.925,583,57
3476,Male,67,Mumbai,23205.1,678,82
3477,Male,75,Delhi,352220.2396,775,87
3478,Female,57,Mumbai,253070.5866,576,8
3479,Female,39,Delhi,81192.97509,325,27
3480,Female,57,Mumbai,346268.5549,802,85
3481,Female,68,Bengaluru,360917.4715,461,13
3482,Female,54,Delhi,134258.8059,466,85
3483,Male,53,Delhi,3107.32695,596,95
3484,Male,35,Delhi,70688.97081,446,69
3485,Male,20,Delhi,56093.62713,354,92
3486,Male,18,Mumbai,154312.3157,813,91
3487,Female,55,Mumbai,408633.2683,844,35
3488,Male,76,Chennai,660745.3552,631,70
3489,Female,42,Mumbai,561876.6974,848,67
3490,Female,49,Kolkata,81749.01614,584,98
